id,name,measure,amount,cho,kcal
1,Abacate (picado),colher de sopa cheia,45.00,3.00,79.00
2,Abacaxi,fatia média,75.00,10.00,44.00
3,Abacaxi em calda,fatia média,64.00,19.00,78.00
4,"Abacaxi, polpa, congelada",unidade,100.00,8.00,31.00
5,Abadejo assado,filé médio,100.00,0.00,112.00
6,Abaráv,unidade média,170.00,24.00,414.00
7,Abiu cru,unidade,100.00,15.00,62.00
8,"Abobora Cabotian, crua",colher de sopa,36.00,4.00,17.00
9,"Abobora cabotian, cozida",colher de sopa,36.00,3.00,14.00
10,Abobrinha recheada,unidade,100.00,6.00,89.00
11,"Abobrinha, italiana, cozida",colher de sopa,20.00,0.00,3.00
12,"Abobrinha, italiana, crua",colher de sopa,20.00,1.00,4.00
13,"Abobrinha, paulista, crua",colher de sopa,20.00,2.00,6.00
14,Abricó-do-pará,fatia média,100.00,13.00,64.00
15,Abóbora doce (picada),colher de sopa cheia,36.00,4.00,18.00
16,Abóbora d’água (picada),colher de sopa cheia,36.00,0.00,10.00
17,Abóbora moranga (picada),colher de sopa cheia,36.00,1.00,7.00
18,Acarajé,unidade média,100.00,22.00,282.00
19,Acelga (picada),colher de sopa cheia,6.00,0.00,2.00
20,Acerola,unidade,12.00,1.00,4.00
21,Achocolatado Diet Gold ®,colher de sopa,9.00,6.00,35.00
22,Achocolatado Diet Linea ®,colher de sopa,12.00,5.00,30.00
23,Acém magro cozido,pedaço médio,100.00,0.00,215.00
24,Agriao refogado,colher de sopa cheia,25.00,1.00,19.00
25,Agrião (picado),colher de sopa cheia,7.00,0.00,2.00
26,Aipim cozido,pedaço médio,100.00,29.00,120.00
27,Aipo inteiro (picado),colher de sopa cheia,10.00,0.00,2.00
28,Alcachofra,pedaço médio,20.00,1.00,6.00
29,Alcaparra,colher de sopa cheia,27.00,1.00,10.00
30,"Alface, americana, crua",folha média,10.00,0.00,1.00
31,"Alface, crespa, crua",folha média,10.00,0.00,1.00
32,"Alface, lisa, crua",folha média,10.00,0.00,1.00
33,"Alface, roxa, crua",folha média,10.00,0.00,1.00
34,Alfajor  ao leite Cacau Show®,unidade,40.00,23.00,120.00
35,Alfajor ao leite Cacau Show®,unidade,40.00,23.00,120.00
36,Alfajor recheado com doce de leite,unidade,25.00,15.00,98.00
37,Alfajor® recheado com doce de leite,unidade,25.00,15.00,98.00
38,Alfavaca crua,folha média,10.00,0.00,3.00
39,Algodão Doce,unidade,30.00,30.00,116.00
40,Algodão doce (Mavalério®),embalagem,35.00,35.00,140.00
41,Algodão doce tuti - frutti Snow Sugar®,1/2 xícara de chá,5.00,5.00,20.00
42,Algodão doce uva Snow Sugar®,1/2 xícara de chá,5.00,5.00,20.00
43,"Alho, cru",2 dentes,10.00,3.00,11.00
44,Alho-poró cru,porção pequena,20.00,3.00,11.00
45,Ambrosia,2 colheres de sopa cheias,80.00,33.00,207.00
46,Ameixa de queijo,unidade,12.00,7.00,36.00
47,Ameixa em calda,01 unidade média,7.00,5.00,20.00
48,Ameixa preta fresca,unidade média,42.00,4.00,18.00
49,Amendoim caramelizado,pacote pequeno,20.00,14.00,95.00
50,Amendoim cozido,2 colheres de sopa,34.00,7.00,108.00
51,"Amendoim, grão, cru",2 colheres de sopa,34.00,5.00,194.00
52,"Amendoim, torrado, salgado",2 colheres de sopa,34.00,5.00,194.00
53,Amido de arroz,colher de sopa cheia,20.00,17.00,70.00
54,Amido de milho,colher de sopa cheia,20.00,17.00,69.00
55,"Amora (branca, preta e vermelha)",unidade média,8.00,1.00,5.00
56,"Amora, geléia de",colher de sopa cheia,40.00,23.00,93.00
57,Amêndoa,01 unidade média,3.00,1.00,13.00
58,Angu,colher de sopa cheia,35.00,9.00,44.00
59,Angus DeLuxe (Mc’Donalds®),unidade,,56.00,863.00
60,Angus bacon (Mc’Donalds®),unidade,,57.00,861.00
61,Antepasto abobrinha escabeche,colher de sopa cheia,30.00,4.00,57.00
62,Antepasto alichella,colher de sopa cheia,30.00,1.00,106.00
63,Antepasto berinjela,colher de sopa cheia,30.00,4.00,88.00
64,Antepasto sardella,colher de sopa cheia,30.00,5.00,160.00
65,Apfelstrudell (folheado de maçã),porção grande,220.00,59.00,396.00
66,Apfelstrudell® (folheado de maçã),porção grande,220.00,59.00,396.00
67,Apresuntado,fatia média,15.00,0.00,69.00
68,Arroz branco cozido,colher de sopa cheia,20.00,5.00,26.00
69,Arroz carreteiro,colher de servir,45.00,5.00,70.00
70,Arroz com amendoas,colher de servir,60.00,18.00,75.00
71,Arroz com lentilha,colher de servir arroz,45.00,12.00,71.00
72,Arroz com lingüiça,3 colheres de arroz cheias,180.00,36.00,349.00
73,Arroz com pequi,3 colheres de arroz cheias,180.00,50.00,292.00
74,Arroz integral cozido,colher de sopa cheia,20.00,5.00,25.00
75,Arroz selvagem Tio João®,porção,50.00,35.00,170.00
76,Arroz sírio,colher de servir arroz,45.00,13.00,69.00
77,Arroz à grega,colher de servir,60.00,18.00,75.00
78,"Arroz, farinha de",colher de sopa cheia,17.00,14.00,62.00
79,"Arroz, flocos de",colher de sopa cheia,14.00,11.00,49.00
80,Arroz-doce,colher de sopa cheia,40.00,13.00,66.00
81,Aspargo em conserva,unidade média,7.00,0.00,2.00
82,Ataif,porção,100.00,13.00,124.00
83,Atum em água,colher de sopa cheia,16.00,0.00,45.00
84,Aveia em flocos crua,colher de sopa cheia,15.00,10.00,56.00
85,"Aveia, farinha de (crua)",colher de sopa cheia,18.00,12.00,71.00
86,"Aveia, flocos cozidos de",colher de sopa cheia,15.00,2.00,9.00
87,Avelã,unidade média,1.00,0.00,6.00
88,Azeite de dendê industrializado,colher de sopa cheia,8.00,0.00,71.00
89,Azeite de oliva (extra),colher de sopa cheia,8.00,0.00,72.00
90,Azeitona preta (parte comest.),unidade média,3.00,0.00,7.00
91,Azeitona verde (parte comest.),unidade média,4.00,0.00,12.00
92,Açafrão em pó,colher de sopa cheia,16.00,12.00,54.00
93,Açai  natural Frooty ®,6 colheres de sopa rasas,60.00,13.00,62.00
94,Açaí (polpa)  com xarope de guarana e glicose,taça pequena,100.00,21.00,110.00
95,Açaí polpa congelada,unidade,100.00,6.00,58.00
96,"Açaí, suco de",copo duplo cheio,240.00,72.00,438.00
97,Açúcar branco refinado,colher de sopa cheia,30.00,30.00,116.00
98,Açúcar cristal,colher de sopa cheia,24.00,24.00,96.00
99,Açúcar mascavo,colher de sopa cheia,19.00,17.00,70.00
100,BKTM batata suprema (Burguer King®),porção,,59.00,604.00
101,BKTM cheddar duplo (Burguer King®),unidade,,54.00,660.00
102,BKTM chicken crisp (Burguer King®),unidade,,68.00,667.00
103,BKTM chicken crisp furioso (Burguer King®),unidade,,80.00,930.00
104,BKTM chicken sandwich (Burguer King®),unidade,,53.00,609.00
105,BKTM fish (Burguer King®),unidade,,63.00,573.00
106,BKTM grilled chicken (Burguer King®),unidade,,56.00,508.00
107,BKTM nuggets (Burguer King®),porção,,12.00,148.00
108,BKTM pepperoni (Burguer King®),unidade,,30.00,270.00
109,BKTM picanha (Burguer King®),unidade,,53.00,922.00
110,BKTM stacker triplo com bacon (Burguer King®),unidade,,35.00,1529.00
111,Baba de moça,colher de sopa cheia,30.00,27.00,150.00
112,Babaganuche,1 porção,100.00,6.00,84.00
113,Bacalhoada,colher de sopa,30.00,2.00,51.00
114,Bacallhau cozido,escumadeira média,60.00,0.00,88.00
115,Bacon,fatia média,15.00,0.00,99.00
116,Bacon (Baked Potato®),concha,20.00,0.00,92.00
117,Bacuri,polpa de 1 fruto médio,90.00,0.00,870.00
118,Baguete congelada Qualita®,unidade pequena,50.00,25.00,124.00
119,Baião de dois,escumadeira cheia,100.00,20.00,136.00
120,Bala Delícia,unidade,5.00,4.00,20.00
121,Bala Delícia®,unidade,5.00,4.00,20.00
122,Bala Halls®,unidade,3.00,3.00,13.00
123,Bala Jujuba,unidade,3.00,3.00,12.00
124,Bala Toffe® Chocolate,unidade,6.00,22.00,151.00
125,Bala de banana,3 unidades,50.00,12.00,46.00
126,Bala de caramelo,unidade,6.00,5.00,27.00
127,Bala de caramelo Embare®,unidade,6.00,5.00,27.00
128,Bala de coco (industrializada),unidade,5.00,5.00,20.00
129,Bala de coco (industrializada) Junco®,unidade,5.00,5.00,20.00
130,Bala de goma,unidade,3.00,3.00,11.00
131,Bala de mel Arcor®,unidade,6.00,6.00,22.00
132,Bala macia,unidade,5.00,5.00,20.00
133,"Bambu, brotos de",pires de chá,10.00,0.00,3.00
134,Banana caramelada,unidade média,50.00,29.00,114.00
135,Banana frita da terra,fatia média,31.00,10.00,68.00
136,Banana pacova madura cozida sem casca,colher de sopa cheia,35.00,12.00,48.00
137,Banana pacova madura frita (picada),colher de sopa cheia,35.00,18.00,96.00
138,Banana pacova madura in natura (picada),colher de sopa cheia,30.00,11.00,45.00
139,Banana pacova verde frita,colher de sopa cheia,35.00,30.00,138.00
140,Banana à milanesa,unidade média,100.00,24.00,185.00
141,Banana-caturra ou Nanica,unidade média,86.00,20.00,79.00
142,Banana-da-terra crua,unidade grande,100.00,27.00,117.00
143,Banana-maçã,unidade média,65.00,15.00,72.00
144,Banana-ouro,unidade pequena,40.00,9.00,42.00
145,Banana-prata crua,unidade média,50.00,13.00,49.00
146,Bananada,unidade média,40.00,27.00,115.00
147,Banha de porco,colher de sopa cheia,10.00,0.00,90.00
148,"Barra de Cereal Diet Linea® Avela, Castanha e Chocolate",unidade,25.00,17.00,75.00
149,Barra de cereal Diet Linea® banana com aveia,unidade,25.00,18.00,65.00
150,Batata (Baked Potato®),unidade,470.00,83.00,369.00
151,Batata doce frita,fatia média,65.00,39.00,249.00
152,Batata frita  (Bob’s®),porção grande,115.00,41.00,259.00
153,Batata frita (Burguer King®),porção,,37.00,318.00
154,Batata frita (Habib’s®),porção pequena,40.00,10.00,86.00
155,Batata frita chips,punhado,13.00,6.00,70.00
156,Batata fritas (Mc’ Donalds®),porção pequena,,25.00,206.00
157,Batata fritas McFritas Kids (Mc’ Donalds®),porção,,11.00,87.00
158,Batata inglesa Saute®,colher de sopa cheia,25.00,4.00,37.00
159,Batata inglesa cozida,colher de sopa cheia picada,80.00,6.00,68.00
160,Batata inglesa fritta,escumadeira média cheia,65.00,23.00,182.00
161,Batata inglesa fritta®,escumadeira média cheia,65.00,23.00,182.00
162,Batata smiles Mccain®,01 unidade,21.00,7.00,42.00
163,"Batata, amido de",colher de sopa cheia,16.00,13.00,53.00
164,"Batata, fécula de",colher de sopa cheia,20.00,16.00,66.00
165,Batata-baroa ou mandioquinha (picada),colher de sopa cheia,35.00,10.00,44.00
166,Batata-doce amarela assada (picada),colher de sopa cheia,30.00,10.00,43.00
167,Batata-doce branca cozida (picada),colher de sopa cheia,30.00,8.00,38.00
168,Batata-doce cozida,colher sopa cheia,42.00,10.00,43.00
169,"Batata-doce, doce de",colher de sopa cheia,40.00,24.00,94.00
170,Baton (chocolate ao leite Garoto®),unidade,16.00,9.00,86.00
171,Beijinho,unidade média,25.00,11.00,105.00
172,Beijinho diet,unidade pequena,6.00,2.00,20.00
173,Beijinho-de-coco Nestle®,colher de sopa,20.00,11.00,63.00
174,Beiju,unidade média,100.00,87.00,359.00
175,Beiju com Coco,unidade grande,125.00,77.00,622.00
176,Beiju de queijo com manteiga,unidade média,150.00,87.00,518.00
177,Beirute Habib’s®,unidade,415.00,51.00,714.00
178,Bekleua,1 porção,100.00,20.00,290.00
179,Bem casado,01 unidade,40.00,25.00,160.00
180,Bergamota ou Mexerica,unidade grande,100.00,15.00,58.00
181,Berinjela cozida sem sal,colher de sopa cheia,25.00,2.00,8.00
182,Berinjela frita,rodela média,13.00,1.00,10.00
183,Beterraba cozida (picada),colher de sopa cheia,20.00,2.00,9.00
184,Beterraba crua,colher de sopa cheia,16.00,1.00,7.00
185,Bib’s dog  (Habib’s®),unidade,105.00,21.00,246.00
186,Bib’s salad (Habib’s®),unidade,300.00,36.00,209.00
187,Bife Role,unidade grande,150.00,4.00,268.00
188,Bife de boi,unidade média,100.00,0.00,228.00
189,Bife de fígado,unidade média,100.00,6.00,216.00
190,Bife à milanesa,unidade pequena,80.00,8.00,230.00
191,Big Bob picanha 100g (Bob’s®),unidade,235.00,35.00,513.00
192,Big Bob picanha 200g (Bob’s®),unidade,344.00,38.00,728.00
193,Big king  (Burguer King®),unidade,,31.00,555.00
194,Big tasty (Mc’ Donalds®),unidade,,43.00,841.00
195,Biscoito de aveia e mel Nestle®,unidade,6.00,4.00,26.00
196,Biscoito de polvilho (rosquinha),unidade,3.00,2.00,13.00
197,Biscoito de queijo,unidade,12.00,6.00,51.00
198,Biscoito de água e sal,unidade,8.00,5.00,34.00
199,Biscoito leite Nestlé®,unidade,8.00,5.00,38.00
200,Biscoito maisena Nestlé®,unidade,5.00,4.00,22.00
201,Biscoito maria Nestlé®,unidade,6.00,4.00,26.00
202,Biscoito milho verde Nestlé®,unidade,6.00,4.00,27.00
203,Biscoito passatempo® sem recheio,unidade,6.00,4.00,22.00
204,Biscoito prestígio recheado São Luiz  Nestlé®,unidade,15.00,10.00,71.00
205,Biscoito prestígio® wafer Nestlé®,unidade,8.00,5.00,43.00
206,Biscoito recheado chocolate,unidade,13.00,9.00,62.00
207,Biscoito salclic aperitivo São Luiz Nestle®,unidade,5.00,3.00,24.00
208,Biscoito salgado integral gergelim Piraquê®,unidade,7.50,5.00,38.00
209,Biscoito suíço creme de avelã São Luiz  Nestlé®,unidade,13.00,7.00,73.00
210,Biscoito tipo cookies Baunilha Toddy®,unidade,10.00,6.00,46.00
211,Biscoito tostines cream cracker São Luiz Nestlé®,unidade,8.00,5.00,37.00
212,Biscoito tostines® leite,unidade,8.00,6.00,37.00
213,Biscoito tostines® recheado Chocolate,unidade,13.00,9.00,64.00
214,Biscoito tostines® surpresa fun,unidade,8.00,6.00,37.00
215,Biscoito tostines® wafer chocolate,unidade,8.00,5.00,42.00
216,Biscoitos de farinha integral,unidade,10.00,7.00,40.00
217,Biscoitos de glúten a 40%,unidade,10.00,3.00,29.00
218,Biscoitos de glúten puro,unidade,10.00,8.00,35.00
219,Bisnaguinha Seven Boys®,unidade,20.00,11.00,62.00
220,Blis Frutas Vermelhas,unidade,180.00,29.00,158.00
221,Bliss morango,unidade,200.00,31.00,168.00
222,Bob’s crispy (Bob’s®),unidade,251.00,48.00,641.00
223,Bob’s picanha gourmet 100g (Bob’s®),unidade,258.00,35.00,480.00
224,Bob’s picanha gourmet 200g (Bob’s®),unidade,373.00,36.00,727.00
225,Bolacha de nata Panco®,unidade,5.00,4.00,22.00
226,Bolacha sabor mais morango Trakinas®,unidade,12.00,8.00,61.00
227,Bolinha de queijo,unidade pequena,10.00,3.00,27.00
228,Bolinho de Carne,unidade,50.00,8.00,67.00
229,Bolinho de Chuva,unidade pequena,30.00,13.00,81.00
230,Bolinho de Presunto e Queijo,unidade,50.00,12.00,73.00
231,Bolinho de Queijo,unidade,50.00,16.00,137.00
232,Bolinho de aipim com carne seca,unidade média,45.00,12.00,86.00
233,Bolinho de arroz,unidade,40.00,20.00,164.00
234,Bolinho de bacalhau,unidade média,15.00,3.00,42.00
235,Bolinho de bacalhau (Habib’s®),unidade,30.00,5.00,87.00
238,Bolinho de estudante (Bolinho Ana Maria®),unidade média,80.00,49.00,292.00
239,Bolinho de soja tipo salsicha 350g (Ta’amti) - Albee®,4 unidades,90.00,28.00,232.00
240,Bolo Floresta Branca com Cereja,fatia pequena,50.00,19.00,183.00
241,Bolo Floresta Negra com Morango,fatia pequena,50.00,10.00,106.00
242,Bolo Merengue,fatia pequena,50.00,11.00,116.00
243,Bolo Mousse de Chocolate,fatia pequena,50.00,20.00,173.00
244,Bolo alemão,fatia,60.00,30.00,227.00
245,Bolo branco simples,fatia média,100.00,55.00,318.00
246,Bolo de Brigadeiro,fatia pequena,50.00,20.00,147.00
247,Bolo de Chocolate e Nozes,fatia pequena,50.00,17.00,175.00
248,Bolo de aipim com coco,fatia média,80.00,37.00,243.00
249,Bolo de arroz,fatia média,70.00,39.00,197.00
250,Bolo de banana,fatia média,70.00,33.00,211.00
251,Bolo de batata-doce,fatia média,90.00,43.00,292.00
252,Bolo de brigadeiro (festa) Amor aos Pedaços®,fatia pequena,60.00,33.00,211.00
253,Bolo de casamento,01 fatia pequena,75.00,42.00,285.00
254,Bolo de cenoura,fatia média,60.00,38.00,227.00
255,Bolo de cenoura com chocolate Dr. Oetiker®,fatia média,60.00,38.00,227.00
256,Bolo de cenoura com chocolate Dr. Otcker®,fatia média,60.00,38.00,227.00
257,Bolo de chocolate (recheio/cobertura),fatia média,100.00,54.00,320.00
258,Bolo de chocolate sem glacê,fatia média,60.00,34.00,306.00
259,Bolo de coco,fatia grande,100.00,54.00,317.00
260,Bolo de festa (recheio/cobertura),fatia média,100.00,54.00,320.00
261,Bolo de festa diet (recheio/cobertura),fatia média,80.00,20.00,220.00
262,Bolo de fubá,fatia média,50.00,20.00,160.00
263,Bolo de limão,fatia média,60.00,37.00,233.00
264,Bolo de mandioca (aipim),pedaço grande,100.00,48.00,324.00
265,Bolo de milho,fatia,100.00,54.00,290.00
266,Bolo de nozes,fatia média,50.00,28.00,200.00
267,Bolo mousse de chocolate Amor aos Pedaços®,fatia pequena,60.00,23.00,185.00
268,Bolo simples,fatia média,60.00,33.00,263.00
269,Bombom Alpino,unidade,13.00,8.00,70.00
270,Bombom Alpino®,unidade,13.00,8.00,70.00
271,Bombom Chokito®,unidade,32.00,25.00,140.00
272,Bombom Copinho de Torrone,unidade,10.00,6.00,54.00
273,Bombom Ferrero Rocher®,unidade,12.00,6.00,72.00
274,Bombom Flocos,unidade,10.00,6.00,52.00
275,Bombom It coco Garoto®,unidade,17.00,11.00,80.00
276,Bombom Ouro Branco®,unidade,22.00,13.00,117.00
277,Bombom Prestígio,unidade,10.00,5.00,51.00
278,Bombom Raffaello®,unidade,10.00,4.00,62.00
279,Bombom Sonho de Valsa®,unidade,22.00,13.00,113.00
280,Bombom Trufa de Cereja,unidade,10.00,6.00,45.00
281,Bombom banana Caribe Garoto®,unidade,17.00,12.00,65.00
282,Bombom bopinho de torrone,unidade,10.00,6.00,54.00
283,Bombom charge Nestlé®,unidade,40.00,24.00,187.00
284,Bombom de Brigadeiro,unidade,10.00,6.00,48.00
285,Bombom diet Cacau Show®,unidade,13.00,7.00,56.00
286,Bombom prestígio Nestle®,unidade,33.00,21.00,154.00
287,Bombom truffa de creme de cereja Cacau Show®,unidade,25.00,12.00,123.00
288,Brezel (Pretzel),17 unidades pequenos,28.00,23.00,110.00
289,Brigadeiro,01 unidade média,30.00,16.00,103.00
290,Brigadeiro de Flocos,unidade,15.00,9.00,60.00
291,Brigadeiro de Morango,unidade,15.00,9.00,60.00
292,Brigadeiro diet,unidade pequena,10.00,4.00,25.00
293,Broa de Milho,unidade,50.00,25.00,128.00
294,Brócolis com cottage (Baked Potato®),concha,80.00,3.00,31.00
295,Brócolis cozido (picado),colher de sopa cheia,10.00,0.00,4.00
296,CBO (Mc’Donalds®),unidade,,56.00,665.00
297,Cacau em pó Mae Terra®,colher de sopa cheia,10.00,3.00,31.00
298,Cachorro-quente (média),unidade,125.00,31.00,330.00
299,Café com leite sem açúcar,xícara de chá cheia,200.00,7.00,88.00
300,Café infusão 10%,xícara de café,50.00,1.00,4.00
301,Café solúvel pó,colher de sopa cheia,4.00,1.00,6.00
302,Caipirinha sem açúcar,copo,200.00,54.00,436.00
303,Caju polpa congelada,porção,100.00,12.00,46.00
304,"Caju, suco concentrado",copo duplo cheio,240.00,25.00,108.00
305,Cajuzinho,unidade pequena,12.00,6.00,44.00
306,Cajá manga,unidade grande,75.00,9.00,38.00
307,Cajá polpa congelada,porção,100.00,12.00,46.00
308,Cajá-umbu,unidade média,22.00,2.00,10.00
309,Cajú,unidade grande,100.00,10.00,43.00
310,Calda de chocolate,colher de sopa,10.00,5.00,31.00
311,Caldo de carne Knorr®,unidade,9.00,2.00,24.00
312,Caldo de galinha Knorr®,unidade,9.00,1.00,24.00
313,Caldo verde,concha média cheia,130.00,7.00,79.00
314,Caldo-de-cana,copo duplo,240.00,49.00,201.00
315,Camarão (Baked Potato®),concha,90.00,0.00,42.00
316,Camarão cozido,unidade grande,30.00,0.00,27.00
317,Camarão frito,colher de sopa,20.00,0.00,37.00
318,Camarão grande cru,unidade,30.00,0.00,25.00
319,Camembert (Baked Potato®),4 fatias,60.00,0.00,188.00
320,Camu-camu,6 unidades,48.00,3.00,15.00
321,Canapé de capaccio,01 torrada,3.00,2.00,20.00
322,Canela em pau Kitano®,unidade,2.00,1.00,5.00
323,Canelone de frango,unidade média,45.00,9.00,87.00
324,Canelone de ricota,unidade média,30.00,7.00,74.00
325,Canja de galinha,concha média cheia,130.00,12.00,110.00
326,Canjica pronta,colher de sopa cheia,25.00,5.00,29.00
327,Capelete de carne Frescarini®,escumadeira,50.00,26.00,141.00
328,Capelete de frango Frescarini®,escumadeira,50.00,26.00,140.00
329,Cappuccino classic 3 corações® pó,2 colheres de sopa,20.00,14.00,84.00
330,Cappuccino classic diet 3 corações® pó,2 colheres de sopa,14.00,6.00,66.00
331,Caqui,unidade média,110.00,22.00,95.00
332,Carambola,unidade grande,100.00,11.00,46.00
333,Caranguejo cozido,porção,100.00,0.00,83.00
334,Carne assada,pedaço médio,90.00,0.00,259.00
335,"Carne bovina, acem, moído, cru",colher de sopa cheia,25.00,0.00,49.00
336,"Carne bovina, costela assada",pedaço médio,100.00,0.00,373.00
337,"Carne bovina, picanha, com gordura, grelhada",pedaço médio,100.00,0.00,289.00
338,Carne com chilli (Baked Potato®),concha,65.00,28.00,98.00
339,Carne de bezerro,porção,100.00,0.00,115.00
340,Carne de boi moída,colher de sopa cheia,25.00,0.00,49.00
341,"Carne de boi, lagarto",porção,100.00,0.00,117.00
342,"Carne de boi, lagarto cozido",fatia média,100.00,0.00,222.00
343,"Carne de boi, maminha",filé médio,100.00,0.00,199.00
344,"Carne de boi, paleta",porção,100.00,0.00,307.00
345,"Carne de boi, paleta cozida",filé médio,100.00,0.00,194.00
346,"Carne de boi, picanha (Friboi®)",porção,100.00,1.90,323.00
347,Carne de cabrito magra,pedaço médio,100.00,0.00,179.00
348,Carne de cordeiro magra,pedaço médio,100.00,0.00,162.00
349,"Carne de porco, lombo assado",pedaço médio,100.00,0.00,210.00
350,"Carne de vaca, maminha",porção,100.00,0.00,159.00
351,Carne ensopada com legumes,colher sopa cheia,35.00,3.00,57.00
352,Carne vegetal (de soja),colher de sopa cheia,25.00,2.00,29.00
353,Carpa assada,filé médio,100.00,0.00,110.00
354,Carpaccio de Haddock,fatia média,15.00,0.00,17.00
355,Carpaccio de salmão,fatia média,15.00,0.00,21.00
356,Caruru (hortaliça crua picada),colher de sopa cheia,25.00,2.00,9.00
357,Caruru (prato baiano),colher de sopa,30.00,1.00,64.00
358,Cará cozido,colher de sopa cheia picada,35.00,7.00,28.00
359,Casquinha de siri,unidade,55.00,1.00,92.00
360,Castanha de caju,01 unidade média,3.00,1.00,13.00
361,Castanha de pequi,unidade média,14.00,3.00,12.00
362,Castanha do pará,01 unidade média,6.00,1.00,42.00
363,Castanha portuguesa,01 unidade,10.00,5.00,21.00
364,Catchup,colher de sopa cheia,15.00,4.00,15.00
365,Catupiry,fatia média,35.00,0.00,88.00
366,Cebola picada,colher de sopa cheia,10.00,1.00,4.00
367,Cebolinha crua (picada),colher de sopa cheia,8.00,0.00,2.00
368,Cenoura cozida,colher de sopa cheia,25.00,2.00,8.00
369,Cenoura crua ralada,colher de sopa cheia,12.00,1.00,4.00
370,Cenouritas (Mc’ Donalds®),porção,70.00,3.00,18.00
371,"Centeio, farinha clara de",xícara,102.00,79.00,355.00
372,"Cereal barra Nestlé® banana, aveia e mel",unidade,20.00,11.00,64.00
373,Cereal barra Nutry® coco com chocolate,unidade,22.00,16.00,90.00
374,Cereal barra Trio® light morango com chocolate,unidade,20.00,15.00,78.00
375,Cereal de arroz e milho Nestlé®,colher de sopa,7.00,6.00,27.00
376,Cereal infantil 3 cereais Nestlé®,colher de sopa,7.00,5.00,29.00
377,Cereal infantil 3 frutas Nestlé®,colher de sopa,7.00,6.00,27.00
378,Cereal matinal  chocokrispis Kellogg’s®,3/4 de xícara,30.00,25.00,110.00
379,Cereal matinal Kellness® granola tradicional,1/2 xícara,40.00,27.00,147.00
380,Cereal matinal all bran Kellogg’s®,3/4 de xícara,40.00,18.00,108.00
381,Cereal matinal corn flakes Kellogg’s®,1 xícara,30.00,24.00,108.00
382,Cereal matinal crunch Nestlé®,3/4 xícara,30.00,23.00,120.00
383,Cereja em conserva,unidade,5.00,2.00,8.00
384,Cereja fresca,unidade,4.00,1.00,4.00
385,Cerveja,lata,350.00,12.00,143.00
386,"Cevada, infuso de",xícara de chá cheia,200.00,5.00,24.00
387,Chambinho,unidade,45.00,4.00,40.00
388,Champanhe,taça,100.00,3.00,82.00
389,Champanhe tipo sidra,taça,100.00,3.00,82.00
390,Champignon (Backed Potato®),concha,60.00,1.00,6.00
391,Champignon (conserva),colher de sopa,10.00,0.00,2.00
392,Chandelle chocolate,unidade,75.00,18.00,151.00
393,Chantilly,colher de sopa,20.00,4.00,60.00
394,Charutinho de folha de uva,porção,100.00,3.00,99.00
395,Charutinho de repolho,porção,100.00,2.00,67.00
396,Charuto folha de uva Habib’s®,porção,245.00,19.00,263.00
397,Charuto repolho Habib’s®,porção,285.00,23.00,295.00
398,Cheddar McMelt (Mc’ Donalds®),unidade,,29.00,481.00
399,Cheeseburger,unidade,140.00,40.00,358.00
400,Cheeseburguer (Bob’s®),unidade,120.00,30.00,329.00
401,Cheeseburguer (Burguer King®),unidade,116.00,32.00,280.00
402,Cheeseburguer (Mc’ Donalds®),unidade,,30.00,295.00
403,Cheeseburguer com bacon (Burguer King®),unidade,119.00,32.00,310.00
404,Cheeseburguer duplo com bacon (Burguer King®),unidade,160.00,32.00,440.00
405,Cheesecake com Mirtilo® (sorvete),01 bola,60.00,18.00,140.00
406,Cheetos sabor natural,1 e 1/2 xícara,25.00,17.00,121.00
407,Chester,fatia,15.00,0.00,31.00
408,Chicken Junior Sandwich (Mc’ Donalds®),unidade,,38.00,380.00
409,Chicken bacon crispy McWrap (Mc’ Donalds®),unidade,249.00,54.00,565.00
410,Chicken bacon grilled McWrap (Mc’ Donalds®),unidade,235.00,32.00,440.00
411,Chicken classic crispy Sandwich (Mc’ Donalds®),unidade,,55.00,510.00
412,Chiclete,unidade,5.00,4.00,16.00
413,Chiclete Trident® tuti-frutti,unidade,2.00,1.00,3.00
414,Chiclete sabor sortido Bubbaloo®,unidade,5.00,4.00,16.00
415,Chicória refogada,colher de sopa,45.00,3.00,39.00
416,Chimarrão,cuia média,200.00,0.00,12.00
417,Chocolate Batom®,unidade,16.00,10.00,86.00
418,Chocolate Bis®,unidade,7.00,5.00,37.00
419,Chocolate Classic Zero açúcar,1 unidade,22.00,8.00,94.00
420,Chocolate Diamante Negro®,barra pequena,30.00,19.00,156.00
421,Chocolate Ferrero Rocher®,unidade,13.00,6.00,71.00
422,Chocolate Galak®,barra pequena,30.00,15.00,169.00
423,Chocolate Suflair ®,unidade,30.00,15.00,132.00
424,Chocolate Suflair®,unidade,30.00,15.00,132.00
425,Chocolate Talento diet®,barra pequena,25.00,12.00,129.00
426,Chocolate Talento®,1/4 barra,25.00,13.00,137.00
427,Chocolate Talento® diet,barra pequena,25.00,12.00,129.00
428,Chocolate alpino diet Nestlé®,unidade,30.00,17.00,143.00
429,Chocolate ao leite,barra pequena,30.00,18.00,160.00
430,Chocolate ao leite diet,barra pequena,30.00,13.00,157.00
431,Chocolate ao leite diet Gold®,unidade,25.00,14.00,122.00
432,Chocolate caramelo Twix®,unidade,16.00,9.00,77.00
433,Chocolate em pó,colher de sopa,15.00,9.00,52.00
